ct,frequency,band,bandwidth,cell_id,rsrp,rssi,rsrq,bler,tx_power,plmn,tac,drx,emm_state,rrc_state,net_op_mode,emm_cause,esm_cause,time_boot_ms,lat,lon,alt,relative_alt
20220901T093622,2600,5,10,413(0x19d),-65,42,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,134476,379531517,1287700876,8160,281
20220901T093624,2600,5,10,413(0x19d),-65,42,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,136476,379531518,1287700874,8110,232
20220901T093627,2600,5,10,413(0x19d),-65,42,-8,0,4,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,140138,379531521,1287700870,8120,243
20220901T093629,2600,5,10,413(0x19d),-65,42,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,142136,379531523,1287700864,8110,236
20220901T093631,2600,5,10,413(0x19d),-65,42,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,144134,379531526,1287700860,8150,273
20220901T093633,2600,5,10,413(0x19d),-65,42,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,145466,379531529,1287700859,8130,254
20220901T093635,2600,5,10,413(0x19d),-65,42,-8,0,-24,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,147463,379531530,1287700856,8140,264
20220901T093637,2600,5,10,413(0x19d),-65,42,-8,0,-24,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,149461,379531530,1287700848,8130,250
20220901T093639,2600,5,10,413(0x19d),-65,42,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,151459,379531530,1287700841,8100,225
20220901T093641,2600,5,10,413(0x19d),-65,42,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,153459,379531531,1287700836,8170,298
20220901T093644,2600,5,10,413(0x19d),-65,42,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,156454,379531537,1287700832,8250,374
20220901T093646,2600,5,10,413(0x19d),-65,42,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,158454,379531539,1287700828,8220,348
20220901T093648,2600,5,10,413(0x19d),-65,42,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,160451,379531539,1287700824,8210,336
20220901T093650,2600,5,10,413(0x19d),-65,42,-8,0,3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,162448,379531540,1287700819,8190,319
20220901T093652,2600,5,10,413(0x19d),-65,42,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,164446,379531544,1287700815,8180,306
20220901T093654,2600,5,10,413(0x19d),-65,42,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,166444,379531549,1287700811,8170,292
20220901T093656,2600,5,10,413(0x19d),-65,42,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,168444,379531556,1287700802,8140,262
20220901T093658,2600,5,10,413(0x19d),-65,42,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,170441,379531562,1287700791,8170,296
20220901T093701,2600,5,10,413(0x19d),-65,42,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,173438,379531573,1287700775,8190,313
20220901T093703,2600,5,10,413(0x19d),-65,42,-8,0,-7,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,175436,379531578,1287700765,8160,287
20220901T093705,2600,5,10,413(0x19d),-65,36,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,177434,379531579,1287700756,8170,291
20220901T093707,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,179431,379531581,1287700752,8180,303
20220901T093709,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,181429,379531581,1287700749,8160,280
20220901T093711,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,183429,379531580,1287700749,8200,326
20220901T093713,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,185426,379531580,1287700749,8180,308
20220901T093716,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,188756,379531581,1287700751,8210,334
20220901T093718,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,190754,379531581,1287700747,8150,272
20220901T093720,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,192751,379531579,1287700741,8140,267
20220901T093722,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,194751,379531581,1287700742,8200,325
20220901T093724,2600,5,10,413(0x19d),-65,43,-8,0,-10,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,196748,379531584,1287700739,8240,366
20220901T093726,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,198746,379531585,1287700733,8210,334
20220901T093728,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,200744,379531589,1287700735,8190,316
20220901T093730,2600,5,10,413(0x19d),-65,43,-8,0,-24,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,202741,379531592,1287700737,8180,309
20220901T093733,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,205406,379531594,1287700738,8150,277
20220901T093735,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,207404,379531595,1287700742,8120,249
20220901T093737,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,209401,379531599,1287700746,8200,328
20220901T093739,2600,5,10,413(0x19d),-65,43,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,211401,379531601,1287700751,8170,298
20220901T093741,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,213398,379531603,1287700758,8210,335
20220901T093743,2600,5,10,413(0x19d),-65,36,-8,0,-25,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,215396,379531601,1287700758,8230,351
20220901T093745,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,217394,379531600,1287700760,8190,318
20220901T093748,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,221056,379531596,1287700766,8180,308
20220901T093750,2600,5,10,413(0x19d),-65,43,-8,0,1,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,223054,379531592,1287700768,8160,286
20220901T093752,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,225054,379531589,1287700771,8190,316
20220901T093754,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,227051,379531588,1287700773,8180,300
20220901T093756,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,229048,379531585,1287700772,8100,222
20220901T093758,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,230381,379531585,1287700773,8090,218
20220901T093800,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,232379,379531585,1287700773,8100,221
20220901T093802,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,234376,379531587,1287700777,8100,224
20220901T093805,2600,5,10,413(0x19d),-65,43,-8,0,3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,237373,379531589,1287700783,8190,316
20220901T093807,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,239371,379531589,1287700786,8200,320
20220901T093809,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,241369,379531591,1287700789,8160,287
20220901T093811,2600,5,10,413(0x19d),-65,43,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,243369,379531591,1287700792,8250,375
20220901T093813,2600,5,10,413(0x19d),-65,43,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,245366,379531593,1287700795,8220,340
20220901T093815,2600,5,10,413(0x19d),-65,43,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,247363,379531594,1287700796,8190,310
20220901T093817,2600,5,10,413(0x19d),-65,43,-8,0,-21,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,249361,379531594,1287700798,8150,273
20220901T093819,2600,5,10,413(0x19d),-65,43,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,251359,379531594,1287700798,8110,237
20220901T093822,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,254356,379531595,1287700799,8150,275
20220901T093824,2600,5,10,413(0x19d),-65,43,-8,0,-24,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,256354,379531597,1287700801,8150,272
20220901T093826,2600,5,10,413(0x19d),-65,43,-8,0,-1,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,258354,379531596,1287700799,8150,279
20220901T093828,2600,5,10,413(0x19d),-65,43,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,260351,379531593,1287700793,8090,216
20220901T093830,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,262348,379531591,1287700791,8120,244
20220901T093832,2600,5,10,413(0x19d),-65,43,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,264346,379531589,1287700787,8140,268
20220901T093834,2600,5,10,413(0x19d),-65,43,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,266344,379531589,1287700787,8130,250
20220901T093837,2600,5,10,413(0x19d),-65,43,-8,0,4,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,269676,379531583,1287700785,8140,262
20220901T093839,2600,5,10,413(0x19d),-65,43,-8,0,-20,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,271674,379531583,1287700785,8120,240
20220901T093841,2600,5,10,413(0x19d),-65,43,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,273671,379531581,1287700784,8090,218
20220901T093843,2600,5,10,413(0x19d),-65,43,-8,0,-22,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,275669,379531585,1287700789,8100,220
20220901T093845,2600,5,10,413(0x19d),-65,43,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,277666,379531588,1287700794,8110,238
20220901T093847,2600,5,10,413(0x19d),-65,43,-8,0,-21,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,279666,379531588,1287700795,8150,274
20220901T093849,2600,5,10,413(0x19d),-65,43,-8,0,-12,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,281663,379531588,1287700796,8140,265
20220901T093851,2600,5,10,413(0x19d),-65,43,-8,0,-7,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,283661,379531589,1287700792,8080,202
20220901T093854,2600,5,10,413(0x19d),-65,43,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,286326,379531583,1287700786,8100,220
20220901T093856,2600,5,10,413(0x19d),-65,43,-8,0,-22,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,288324,379531577,1287700782,8090,214
20220901T093858,2600,5,10,413(0x19d),-65,43,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,290321,379531571,1287700777,8100,223
20220901T093900,2600,5,10,413(0x19d),-65,43,-8,0,-24,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,292319,379531564,1287700775,8080,209
20220901T093902,2600,5,10,413(0x19d),-65,43,-8,0,-23,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,294316,379531558,1287700772,8070,197
20220901T093904,2600,5,10,413(0x19d),-65,43,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,296314,379531555,1287700766,8110,237
20220901T093906,2600,5,10,413(0x19d),-65,43,-8,0,-10,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,298314,379531549,1287700763,8080,201
20220901T093908,2600,5,10,413(0x19d),-65,43,-8,0,-12,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,300311,379531543,1287700763,8070,193
20220901T093911,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,303973,379531531,1287700758,8070,196
20220901T093913,2600,5,10,413(0x19d),-65,43,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,305971,379531527,1287700759,8070,191
20220901T093915,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,307969,379531522,1287700758,8080,208
20220901T093917,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,309969,379531515,1287700752,8060,188
20220901T093919,2600,5,10,413(0x19d),-65,43,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,311966,379531508,1287700748,8010,133
20220901T093921,2600,5,10,413(0x19d),-65,43,-8,0,-19,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,313963,379531505,1287700745,8000,129
20220901T093923,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,315296,379531546,1287700755,8650,775
20220901T093925,2600,5,10,413(0x19d),-65,43,-8,0,-12,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,317294,379531763,1287700516,8860,986
20220901T093928,2600,5,10,413(0x19d),-65,43,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,320291,379532025,1287700258,8940,1063
20220901T093930,2600,5,10,413(0x19d),-65,43,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,322288,379532267,1287700245,8960,1085
20220901T093932,2600,5,10,413(0x19d),-74,52,-8,0,-2,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,324286,379532389,1287700267,8230,355
20220901T093934,2600,5,10,413(0x19d),-69,46,-8,0,5,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,326284,379532394,1287700279,8150,275
20220901T093936,2600,5,10,413(0x19d),-69,46,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,328282,379532404,1287700293,8130,257
20220901T093938,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,330282,379532413,1287700301,8140,268
20220901T093940,2600,5,10,413(0x19d),-69,46,-8,0,-17,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,332279,379532417,1287700300,8140,262
20220901T093943,2600,5,10,413(0x19d),-69,46,-8,0,-3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,335276,379532425,1287700299,8140,269
20220901T093945,2600,5,10,413(0x19d),-69,46,-8,0,6,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,337274,379532427,1287700298,8080,206
20220901T093947,2600,5,10,413(0x19d),-69,46,-8,0,-5,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,339271,379532428,1287700294,8070,197
20220901T093949,2600,5,10,413(0x19d),-69,46,-8,0,-17,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,341269,379532431,1287700287,8060,186
20220901T093951,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,343269,379532435,1287700284,8110,233
20220901T093953,2600,5,10,413(0x19d),-69,46,-8,0,-2,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,345269,379532439,1287700279,8150,275
20220901T093955,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,347269,379532444,1287700276,8090,213
20220901T093957,2600,5,10,413(0x19d),-69,46,-8,0,-17,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,349269,379532450,1287700277,8090,217
20220901T094000,2600,5,10,413(0x19d),-69,46,-8,0,-2,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,352591,379532461,1287700280,8080,204
20220901T094002,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,354591,379532466,1287700288,8100,228
20220901T094004,2600,5,10,413(0x19d),-69,46,-8,0,3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,356588,379532475,1287700292,8090,216
20220901T094006,2600,5,10,413(0x19d),-69,46,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,358586,379532481,1287700292,8120,249
20220901T094008,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,360584,379532490,1287700299,8100,220
20220901T094010,2600,5,10,413(0x19d),-69,46,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,362581,379532498,1287700305,8110,235
20220901T094012,2600,5,10,413(0x19d),-69,46,-8,0,-2,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,364579,379532504,1287700311,8110,233
20220901T094015,2600,5,10,413(0x19d),-69,46,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,367244,379532509,1287700319,8140,266
20220901T094017,2600,5,10,413(0x19d),-69,46,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,369241,379532512,1287700324,8160,283
20220901T094019,2600,5,10,413(0x19d),-69,46,-8,0,-7,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,371241,379532516,1287700325,8090,214
20220901T094021,2600,5,10,413(0x19d),-69,46,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,373238,379532518,1287700324,8070,198
20220901T094023,2600,5,10,413(0x19d),-69,46,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,375236,379532517,1287700322,8100,221
20220901T094025,2600,5,10,413(0x19d),-69,46,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,377234,379532516,1287700318,8100,222
20220901T094027,2600,5,10,413(0x19d),-69,46,-8,0,-18,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,379231,379532513,1287700316,8090,217
20220901T094029,2600,5,10,413(0x19d),-69,46,-8,0,-1,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,381229,379532507,1287700314,8050,170
20220901T094032,2600,5,10,413(0x19d),-69,46,-8,0,-17,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,384894,379532370,1287700076,8820,943
20220901T094034,2600,5,10,413(0x19d),-69,46,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,386891,379532279,1287699975,8730,857
20220901T094036,2600,5,10,413(0x19d),-69,46,-8,0,-5,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,388888,379532228,1287700011,8200,322
20220901T094038,2600,5,10,413(0x19d),-69,46,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,390886,379532219,1287700009,8160,281
20220901T094040,2600,5,10,413(0x19d),-79,56,-8,0,-11,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,392884,379532221,1287700010,8080,209
20220901T094042,2600,5,10,413(0x19d),-79,56,-8,0,-2,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,394882,379532223,1287700010,8080,203
20220901T094044,2600,5,10,413(0x19d),-79,56,-8,0,-3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,396882,379532231,1287700013,8130,253
20220901T094046,2600,5,10,413(0x19d),-79,56,-8,0,-12,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,398214,379532235,1287700014,8120,247
20220901T094049,2600,5,10,413(0x19d),-79,56,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,401209,379532245,1287700022,8100,220
20220901T094051,2600,5,10,413(0x19d),-79,56,-8,0,-13,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,403209,379532253,1287700030,8090,219
20220901T094053,2600,5,10,413(0x19d),-79,56,-8,0,-12,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,405206,379532263,1287700037,8100,221
20220901T094055,2600,5,10,413(0x19d),-79,56,-8,0,-15,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,407204,379532271,1287700040,8140,263
20220901T094057,2600,5,10,413(0x19d),-79,56,-8,0,-3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,409201,379532183,1287700189,8840,963
20220901T094059,2600,5,10,413(0x19d),-79,56,-8,0,-14,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,411201,379532021,1287700373,8760,889
20220901T094101,2600,5,10,413(0x19d),-71,45,-8,0,-3,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,413198,379531925,1287700622,8610,733
20220901T094104,2600,5,10,413(0x19d),-65,38,-8,0,0,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,416194,379531914,1287700729,7900,27
20220901T094106,2600,5,10,413(0x19d),-65,38,-8,0,-8,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,418194,379531918,1287700729,8000,121
20220901T094108,2600,5,10,413(0x19d),-72,49,-8,0,-9,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,420191,379531916,1287700718,8040,167
20220901T094110,2600,5,10,413(0x19d),-67,49,-8,0,-21,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,422188,379531914,1287700712,8070,199
20220901T094112,2600,5,10,413(0x19d),-67,49,-8,0,-10,450f06,18640,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,424186,379531912,1287700702,8080,209
