ct,frequency,band,bandwidth,cell_id,rsrp,rssi,rsrq,bler,tx_power,plmn,tac,drx,emm_state,rrc_state,net_op_mode,emm_cause,esm_cause,time_boot_ms,lat,lon,alt,relative_alt,telecom
20220831T060536,2600,5,10,149(0x95),-83,62,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3967027,377451903,1273504035,253820,108,LGU
20220831T060538,2600,5,10,149(0x95),-83,62,-11,0,16,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3969024,377451899,1273504034,253860,145,LGU
20220831T060541,2600,5,10,149(0x95),-83,62,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3971687,377451885,1273504028,253860,143,LGU
20220831T060543,2600,5,10,149(0x95),-83,62,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3973687,377451875,1273504029,253910,191,LGU
20220831T060545,2600,5,10,149(0x95),-83,62,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3975684,377451859,1273504029,253940,221,LGU
20220831T060547,2600,5,10,149(0x95),-83,62,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3977682,377451850,1273504029,254000,284,LGU
20220831T060549,2600,5,10,149(0x95),-83,62,-11,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3979679,377451844,1273504026,253960,241,LGU
20220831T060551,2600,5,10,149(0x95),-83,62,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3981677,377451839,1273504026,253970,250,LGU
20220831T060553,2600,5,10,149(0x95),-83,62,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3983677,377451840,1273504027,253910,193,LGU
20220831T060556,2600,5,10,149(0x95),-83,56,-11,0,14,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3987022,377451854,1273504027,253940,220,LGU
20220831T060600,2600,5,10,149(0x95),-83,56,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3991017,377451876,1273504029,253930,214,LGU
20220831T060604,2600,5,10,149(0x95),-83,64,-11,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3995014,377451891,1273504027,253930,212,LGU
20220831T060608,2600,5,10,149(0x95),-83,64,-11,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,3999009,377451892,1273504022,253980,268,LGU
20220831T060613,2600,5,10,149(0x95),-83,64,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4004337,377451881,1273504000,254010,297,LGU
20220831T060615,2600,5,10,149(0x95),-83,64,-11,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4005669,377451878,1273503994,254000,285,LGU
20220831T060617,2600,5,10,149(0x95),-83,64,-11,0,16,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4007667,377451887,1273503990,254000,281,LGU
20220831T060619,2600,5,10,149(0x95),-83,64,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4009667,377451892,1273503985,253980,266,LGU
20220831T060621,2600,5,10,149(0x95),-83,64,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4011664,377451895,1273503981,253980,266,LGU
20220831T060623,2600,5,10,149(0x95),-83,64,-11,0,15,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4013662,377451901,1273503978,254010,297,LGU
20220831T060625,2600,5,10,149(0x95),-83,64,-11,0,13,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4015659,377451897,1273503976,254000,281,LGU
20220831T060628,2600,5,10,149(0x95),-83,64,-11,0,20,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4019322,377451892,1273503976,254040,326,LGU
20220831T060630,2600,5,10,149(0x95),-83,64,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4021322,377451888,1273503975,254020,309,LGU
20220831T060632,2600,5,10,149(0x95),-83,64,-11,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4023319,377451883,1273503975,254090,375,LGU
20220831T060634,2600,5,10,149(0x95),-83,64,-11,0,19,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4025317,377451877,1273503977,254030,315,LGU
20220831T060636,2600,5,10,149(0x95),-83,64,-11,0,19,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4027314,377451877,1273503976,254030,311,LGU
20220831T060638,2600,5,10,149(0x95),-83,56,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4029312,377451870,1273503970,254020,308,LGU
20220831T060640,2600,5,10,149(0x95),-83,56,-11,0,20,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4031312,377451867,1273503971,254010,297,LGU
20220831T060642,2600,5,10,149(0x95),-83,56,-11,0,13,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4033309,377451856,1273503964,254010,298,LGU
20220831T060645,2600,5,10,149(0x95),-88,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4035640,377451931,1273503963,254970,1256,LGU
20220831T060647,2600,5,10,149(0x95),-88,66,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4037637,377452066,1273504132,255050,1332,LGU
20220831T060649,2600,5,10,149(0x95),-88,66,-11,0,14,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4039637,377452180,1273504287,255020,1306,LGU
20220831T060651,2600,5,10,149(0x95),-88,66,-11,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4041634,377452365,1273504439,254810,1097,LGU
20220831T060653,2600,5,10,149(0x95),-88,60,-11,0,15,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4043964,377452456,1273504710,254670,954,LGU
20220831T060655,2600,5,10,149(0x95),-88,60,-11,0,15,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4045629,377452451,1273504901,254590,876,LGU
20220831T060657,2600,5,10,149(0x95),-95,73,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4047627,377452456,1273505053,254320,606,LGU
20220831T060659,2600,5,10,149(0x95),-95,73,-11,0,10,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4049627,377452474,1273505052,253790,71,LGU
20220831T060702,2600,5,10,149(0x95),-82,59,-11,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4053289,377452487,1273505045,253590,-121,LGU
20220831T060704,2600,5,10,149(0x95),-82,59,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4055287,377452489,1273505045,253610,-108,LGU
20220831T060706,2600,5,10,149(0x95),-82,59,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4056619,377452487,1273505046,253620,-91,LGU
20220831T060708,2600,5,10,149(0x95),-82,59,-11,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4058999,377452487,1273505058,253700,-15,LGU
20220831T060710,2600,5,10,149(0x95),-82,59,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4061292,377452488,1273505061,253690,-22,LGU
20220831T060712,2600,5,10,149(0x95),-82,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4062624,377452489,1273505061,253690,-24,LGU
20220831T060714,2600,5,10,149(0x95),-82,59,-11,0,16,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4065287,377452445,1273505196,253980,269,LGU
20220831T060717,2600,5,10,149(0x95),-82,59,-11,0,3,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4067952,377452436,1273505244,253670,-47,LGU
20220831T060721,2600,5,10,149(0x95),-82,59,-11,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4071947,377452443,1273505232,253570,-144,LGU
20220831T060725,2600,5,10,149(0x95),-82,59,-11,0,15,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4075945,377452448,1273505216,253560,-156,LGU
20220831T060727,2600,5,10,149(0x95),-82,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4077634,377452448,1273505213,253550,-162,LGU
20220831T060729,2600,5,10,149(0x95),-82,59,-11,0,-7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4079607,377452448,1273505208,253540,-178,LGU
20220831T060731,2600,5,10,149(0x95),-82,59,-11,0,11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4081605,377452447,1273505202,253540,-172,LGU
20220831T060734,2600,5,10,149(0x95),-82,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4084602,377452445,1273505197,253560,-150,LGU
20220831T060736,2600,5,10,149(0x95),-82,59,-11,0,13,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4086599,377452442,1273505196,253600,-111,LGU
20220831T060738,2600,5,10,149(0x95),-82,59,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4088597,377452440,1273505197,253600,-116,LGU
20220831T060740,2600,5,10,149(0x95),-82,59,-11,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4090597,377452436,1273505199,253590,-128,LGU
20220831T060742,2600,5,10,149(0x95),-82,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4092595,377452433,1273505201,253620,-94,LGU
20220831T060744,2600,5,10,149(0x95),-82,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4094592,377452430,1273505201,253630,-83,LGU
20220831T060746,2600,5,10,149(0x95),-82,59,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4096589,377452430,1273505199,253590,-123,LGU
20220831T060748,2600,5,10,149(0x95),-82,59,-11,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4098587,377452430,1273505195,253570,-140,LGU
20220831T060751,2600,5,10,149(0x95),-82,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4101584,377452431,1273505193,253610,-100,LGU
20220831T060753,2600,5,10,149(0x95),-82,59,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4103582,377452434,1273505192,253580,-133,LGU
20220831T060755,2600,5,10,149(0x95),-82,59,-11,0,-4,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4105582,377452438,1273505190,253600,-114,LGU
20220831T060757,2600,5,10,149(0x95),-82,59,-11,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4107580,377452441,1273505186,253620,-94,LGU
20220831T060759,2600,5,10,149(0x95),-82,59,-11,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4109577,377452445,1273505177,253610,-104,LGU
20220831T060801,2600,5,10,149(0x95),-82,59,-11,0,6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4111574,377452450,1273505168,253600,-118,LGU
20220831T060803,2600,5,10,149(0x95),-82,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4113572,377452454,1273505162,253620,-91,LGU
20220831T060806,2600,5,10,149(0x95),-77,59,-11,0,6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4116570,377452461,1273505153,253610,-101,LGU
20220831T060808,2600,5,10,149(0x95),-77,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4118570,377452464,1273505148,253630,-83,LGU
20220831T060810,2600,5,10,149(0x95),-77,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4120572,377452468,1273505143,253640,-78,LGU
20220831T060812,2600,5,10,149(0x95),-77,59,-11,0,10,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4122570,377452471,1273505140,253660,-56,LGU
20220831T060814,2600,5,10,149(0x95),-77,59,-11,0,10,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4124562,377452473,1273505136,253690,-25,LGU
20220831T060816,2600,5,10,149(0x95),-77,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4126559,377452475,1273505134,253640,-72,LGU
20220831T060818,2600,5,10,149(0x95),-77,59,-11,0,7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4128557,377452476,1273505134,253660,-51,LGU
20220831T060820,2600,5,10,149(0x95),-77,59,-11,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4130557,377452478,1273505136,253690,-26,LGU
20220831T060823,2600,5,10,149(0x95),-77,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4133887,377452485,1273505137,253690,-20,LGU
20220831T060825,2600,5,10,149(0x95),-77,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4135884,377452488,1273505136,253700,-16,LGU
20220831T060827,2600,5,10,149(0x95),-77,59,-11,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4137882,377452491,1273505133,253720,5,LGU
20220831T060829,2600,5,10,149(0x95),-77,59,-11,0,14,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4139879,377452491,1273505132,253720,5,LGU
20220831T060831,2600,5,10,149(0x95),-77,59,-11,0,6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4141877,377452490,1273505129,253730,16,LGU
20220831T060833,2600,5,10,149(0x95),-77,59,-11,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4143877,377452488,1273505126,253710,-2,LGU
20220831T060835,2600,5,10,149(0x95),-77,59,-11,0,6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4145874,377452486,1273505126,253730,13,LGU
20220831T060838,2600,5,10,149(0x95),-77,59,-11,0,3,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4148538,377452486,1273505126,253760,38,LGU
20220831T060840,2600,5,10,149(0x95),-77,59,-11,0,8,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4150536,377452480,1273505125,253740,15,LGU
20220831T060842,2600,5,10,149(0x95),-77,47,-11,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4152533,377452473,1273505124,253740,13,LGU
20220831T060844,2600,5,10,149(0x95),-77,54,-6,0,2,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4154531,377452463,1273505124,253720,-7,LGU
20220831T060846,2600,5,10,149(0x95),-77,54,-6,0,5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4156531,377452472,1273505118,256260,2530,LGU
20220831T060848,2600,5,10,149(0x95),-77,54,-6,0,-4,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4158528,377452455,1273505122,261450,7722,LGU
20220831T060850,2600,5,10,149(0x95),-71,47,-6,0,-9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4160525,377452457,1273505123,266440,12712,LGU
20220831T060852,2600,5,10,149(0x95),-71,47,-6,0,-5,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4162523,377452466,1273505120,271390,17660,LGU
20220831T060855,2600,5,10,149(0x95),-65,47,-6,0,4,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4165853,377452467,1273505116,279740,26010,LGU
20220831T060857,2600,5,10,149(0x95),-65,47,-6,0,10,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4167853,377452463,1273505121,284710,30985,LGU
20220831T060859,2600,5,10,149(0x95),-82,56,-6,0,15,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4169850,377452465,1273505126,289690,35969,LGU
20220831T060901,2600,5,10,149(0x95),-82,56,-6,0,11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4172182,377452468,1273505121,295520,41798,LGU
20220831T060903,2600,5,10,149(0x95),-82,56,-6,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4174182,377452465,1273505121,300530,46802,LGU
20220831T060905,2600,5,10,149(0x95),-82,56,-6,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4176184,377452459,1273505124,305550,51820,LGU
20220831T060907,2600,5,10,149(0x95),-82,56,-6,0,6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4178175,377452463,1273505124,310490,56760,LGU
20220831T060909,2600,5,10,149(0x95),-82,56,-6,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4179506,377452460,1273505125,313840,60112,LGU
20220831T060912,2600,5,10,149(0x95),-82,56,-6,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4182503,377452466,1273505124,321330,67600,LGU
20220831T060914,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4184503,377452464,1273505123,325850,72125,LGU
20220831T060916,2600,5,10,149(0x95),-82,56,-11,0,14,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4186500,377452461,1273505120,328400,74677,LGU
20220831T060918,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4188500,377452459,1273505122,328770,75049,LGU
20220831T060920,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4190496,377452464,1273505122,328900,75172,LGU
20220831T060922,2600,5,10,149(0x95),-82,56,-11,0,20,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4192493,377452465,1273505122,328810,75084,LGU
20220831T060924,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4194491,377452467,1273505121,328770,75048,LGU
20220831T060927,2600,5,10,149(0x95),-82,56,-11,0,13,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4198156,377452466,1273505125,328610,74888,LGU
20220831T060929,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4200153,377452462,1273505123,328680,74955,LGU
20220831T060931,2600,5,10,149(0x95),-82,56,-11,0,20,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4202150,377452460,1273505124,328770,75040,LGU
20220831T060933,2600,5,10,149(0x95),-82,56,-11,0,8,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4204148,377452471,1273505119,328770,75043,LGU
20220831T060935,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4206148,377452465,1273505127,328700,74978,LGU
20220831T060937,2600,5,10,149(0x95),-82,56,-11,0,11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4208146,377452466,1273505125,328700,74974,LGU
20220831T060939,2600,5,10,149(0x95),-82,56,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4210143,377452464,1273505124,328700,74971,LGU
20220831T060941,2600,5,10,149(0x95),-82,56,-11,0,14,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4212141,377452463,1273505123,328760,75032,LGU
20220831T060944,2600,5,10,149(0x95),-82,56,-11,0,20,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4214804,377452466,1273505125,328690,74964,LGU
20220831T060946,2600,5,10,149(0x95),-82,56,-16,0,11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4216804,377452468,1273505124,328700,74978,LGU
20220831T060948,2600,5,10,149(0x95),-82,56,-16,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4218800,377452460,1273505124,328730,75001,LGU
20220831T060950,2600,5,10,149(0x95),-82,56,-16,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4220798,377452464,1273505120,328780,75054,LGU
20220831T060952,2600,5,10,149(0x95),-82,56,-16,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4222798,377452462,1273505122,328780,75050,LGU
20220831T060954,2600,5,10,44(0x2c),-82,56,-16,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4224796,377452465,1273505126,328780,75051,LGU
20220831T060956,2600,5,10,44(0x2c),-82,56,-16,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4226793,377452471,1273505122,328730,75008,LGU
20220831T060958,2600,5,10,44(0x2c),-82,56,-16,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4228791,377452465,1273505124,328680,74956,LGU
20220831T061001,2600,5,10,44(0x2c),-82,56,-16,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4232453,377452466,1273505118,328700,74975,LGU
20220831T061011,2600,5,10,44(0x2c),-82,56,-10,0,-7,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4241784,377452463,1273505120,328730,75009,LGU
20220831T061013,2600,5,10,44(0x2c),-82,56,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4244108,377452465,1273505118,328760,75039,LGU
20220831T061016,2600,5,10,44(0x2c),-82,56,-10,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4246741,377452463,1273505121,328810,75087,LGU
20220831T061018,2600,5,10,44(0x2c),-82,56,-10,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4248738,377452605,1273505290,328820,75094,LGU
20220831T061020,2600,5,10,44(0x2c),-82,56,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4250736,377452990,1273505767,328810,75086,LGU
20220831T061022,2600,5,10,44(0x2c),-82,56,-10,0,-1,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4252736,377453575,1273506539,328740,75014,LGU
20220831T061024,2600,5,10,149(0x95),-82,56,-15,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4254733,377454214,1273507343,328720,74993,LGU
20220831T061026,2600,5,10,149(0x95),-82,56,-10,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4256731,377454839,1273508164,328670,74941,LGU
20220831T061028,2600,5,10,149(0x95),-82,56,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4258728,377455482,1273508960,328690,74963,LGU
20220831T061030,2600,5,10,149(0x95),-82,56,-10,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4260728,377456118,1273509768,328720,74994,LGU
20220831T061033,2600,5,10,149(0x95),-82,56,-10,0,12,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4264056,377457177,1273511100,328750,75027,LGU
20220831T061035,2600,5,10,149(0x95),-82,56,-10,0,10,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4266056,377457815,1273511897,328720,74995,LGU
20220831T061037,2600,5,10,149(0x95),-82,56,-10,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4268053,377458498,1273512628,328650,74929,LGU
20220831T061039,2600,5,10,149(0x95),-87,56,-10,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4270050,377459233,1273513288,328660,74938,LGU
20220831T061041,2600,5,10,149(0x95),-82,56,-10,0,9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4272048,377459995,1273513898,328680,74953,LGU
20220831T061043,2600,5,10,149(0x95),-82,56,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4274046,377460760,1273514501,328770,75040,LGU
20220831T061045,2600,5,10,149(0x95),-88,56,-10,0,11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4276045,377461518,1273515106,328720,74990,LGU
20220831T061048,2600,5,10,67(0x43),-88,56,-15,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4278500,377462446,1273515845,328670,74946,LGU
20220831T061050,2600,5,10,9(0x9),-88,56,-15,0,-8,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4280563,377463231,1273516469,328730,75002,LGU
20220831T061052,2600,5,10,9(0x9),-88,56,-15,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4283228,377464245,1273517274,328720,74990,LGU
20220831T061054,2600,5,10,9(0x9),-88,56,-15,0,-8,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4284558,377464750,1273517673,328670,74948,LGU
20220831T061056,2600,5,10,9(0x9),-88,56,-15,0,17,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4287223,377465770,1273518480,328700,74974,LGU
20220831T061058,2600,5,10,9(0x9),-88,56,-15,0,-4,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4288556,377466275,1273518889,328700,74973,LGU
20220831T061100,2600,5,10,9(0x9),-88,56,-15,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4291218,377467279,1273519693,328700,74972,LGU
20220831T061102,2600,5,10,9(0x9),-83,56,-15,0,-11,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4292550,377467790,1273520096,328770,75040,LGU
20220831T061107,2600,5,10,9(0x9),-83,50,-15,0,-6,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4298213,377469947,1273521809,328610,74884,LGU
20220831T061109,2600,5,10,9(0x9),-83,50,-15,0,-9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4300209,377470700,1273522416,328680,74955,LGU
20220831T061111,2600,5,10,9(0x9),-83,50,-15,0,-9,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,4302209,377471464,1273523013,328710,74988,LGU
