ct,frequency,band,bandwidth,cell_id,rsrp,rssi,rsrq,bler,tx_power,plmn,tac,drx,emm_state,rrc_state,net_op_mode,emm_cause,esm_cause,time_boot_ms,lat,lon,alt,relative_alt,telecom
20220831T050024,2600,5,10,149(0x95),-108,80,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,147814,377451523,1273504198,255040,1328,LGU
20220831T050026,2600,5,10,149(0x95),-108,87,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,149812,377451517,1273504182,255120,1408,LGU
20220831T050028,2600,5,10,149(0x95),-108,87,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,151812,377451506,1273504179,255230,1511,LGU
20220831T050030,2600,5,10,149(0x95),-108,87,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,153142,377451502,1273504176,255270,1559,LGU
20220831T050032,2600,5,10,149(0x95),-108,87,-10,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,155140,377451509,1273504181,255240,1526,LGU
20220831T050217,2600,5,10,149(0x95),-112,88,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,168127,377451560,1273504132,255310,1592,LGU
20220831T050219,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,170127,377451558,1273504121,255330,1612,LGU
20220831T050221,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,172124,377451556,1273504106,255320,1601,LGU
20220831T050225,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,176119,377451540,1273504082,255370,1651,LGU
20220831T050229,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,180117,377451522,1273504062,255280,1561,LGU
20220831T050229,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,180117,377451522,1273504062,255280,1561,LGU
20220831T050230,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,180449,377451520,1273504061,255270,1551,LGU
20220831T050232,2600,5,10,149(0x95),-112,88,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,182447,377451517,1273504063,255320,1609,LGU
20220831T050234,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,184445,377451501,1273504079,255240,1527,LGU
20220831T050236,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,186442,377451491,1273504081,255270,1553,LGU
20220831T050238,2600,5,10,149(0x95),-112,88,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,188440,377451488,1273504077,255320,1603,LGU
20220831T050240,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,190440,377451483,1273504074,255390,1670,LGU
20220831T050243,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,193435,377451473,1273504059,255460,1743,LGU
20220831T050245,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,195435,377451466,1273504045,255470,1757,LGU
20220831T050247,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,197432,377451461,1273504026,255480,1761,LGU
20220831T050249,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,199429,377451417,1273503952,255440,1720,LGU
20220831T050251,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,201427,377451400,1273503936,255520,1805,LGU
20220831T050253,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,203427,377451404,1273503959,255530,1818,LGU
20220831T050255,2600,5,10,149(0x95),-112,88,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,205424,377451405,1273503982,255490,1776,LGU
20220831T050258,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,208422,377451399,1273504006,255470,1756,LGU
20220831T050300,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,210752,377451392,1273504016,255470,1757,LGU
20220831T050302,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,212749,377451382,1273504023,255500,1788,LGU
20220831T050304,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,214747,377451377,1273504026,255570,1850,LGU
20220831T050306,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,216745,377451373,1273504032,255520,1801,LGU
20220831T050308,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,218745,377451371,1273504042,255480,1764,LGU
20220831T050310,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,220742,377451372,1273504054,255550,1831,LGU
20220831T050313,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,223739,377451381,1273504067,255520,1803,LGU
20220831T050315,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,225737,377451382,1273504070,255530,1812,LGU
20220831T050317,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,227735,377451384,1273504082,255500,1786,LGU
20220831T050319,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,229732,377451390,1273504093,255520,1808,LGU
20220831T050321,2600,5,10,149(0x95),-112,88,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,231732,377451399,1273504101,255530,1817,LGU
20220831T050323,2600,5,10,149(0x95),-112,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,233729,377451409,1273504109,255570,1858,LGU
20220831T050325,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,235727,377451419,1273504121,255590,1871,LGU
20220831T050327,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,237724,377451430,1273504133,255580,1860,LGU
20220831T050330,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,241054,377451448,1273504149,255510,1796,LGU
20220831T050332,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,243052,377451460,1273504154,255590,1870,LGU
20220831T050334,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,245052,377451466,1273504159,255570,1851,LGU
20220831T050336,2600,5,10,149(0x95),-106,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,247049,377451477,1273504160,255610,1894,LGU
20220831T050338,2600,5,10,149(0x95),-106,76,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,249047,377451490,1273504162,255660,1948,LGU
20220831T050340,2600,5,10,149(0x95),-106,76,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,251045,377451502,1273504169,255690,1970,LGU
20220831T050342,2600,5,10,149(0x95),-106,76,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,253042,377451510,1273504177,255610,1893,LGU
20220831T050344,2600,5,10,149(0x95),-106,76,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,255042,377451513,1273504188,255630,1914,LGU
20220831T050347,2600,5,10,149(0x95),-106,84,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,257704,377451521,1273504197,255650,1934,LGU
20220831T050349,2600,5,10,149(0x95),-106,84,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,259702,377451522,1273504201,255650,1932,LGU
20220831T050351,2600,5,10,149(0x95),-101,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,261702,377451520,1273504204,255640,1923,LGU
20220831T050353,2600,5,10,149(0x95),-101,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,263699,377451520,1273504205,255660,1949,LGU
20220831T050355,2600,5,10,149(0x95),-107,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,265697,377451516,1273504214,255630,1916,LGU
20220831T050357,2600,5,10,149(0x95),-107,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,267694,377451512,1273504220,255590,1872,LGU
20220831T050359,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,269692,377451509,1273504226,255580,1860,LGU
20220831T050401,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,271692,377451505,1273504237,255570,1854,LGU
20220831T050404,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,275354,377451486,1273504243,255530,1812,LGU
20220831T050406,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,277352,377451482,1273504242,255540,1829,LGU
20220831T050408,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,279349,377451481,1273504242,255580,1864,LGU
20220831T050410,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,281347,377451478,1273504247,255690,1977,LGU
20220831T050412,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,283345,377451469,1273504256,255660,1946,LGU
20220831T050414,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,285345,377451469,1273504259,255660,1942,LGU
20220831T050416,2600,5,10,149(0x95),-107,83,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,287342,377451468,1273504264,255710,1995,LGU
20220831T050419,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,289672,377451463,1273504265,255750,2031,LGU
20220831T050421,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,291672,377451457,1273504263,255690,1979,LGU
20220831T050423,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,293669,377451449,1273504264,255690,1971,LGU
20220831T050425,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,295667,377451440,1273504265,255640,1921,LGU
20220831T050427,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,297664,377451429,1273504264,255670,1950,LGU
20220831T050429,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,299662,377451423,1273504260,255700,1988,LGU
20220831T050431,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,301662,377451417,1273504254,255660,1946,LGU
20220831T050433,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,303659,377451407,1273504246,255650,1937,LGU
20220831T050436,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,306657,377451403,1273504233,255670,1954,LGU
20220831T050438,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,308654,377451405,1273504221,255660,1948,LGU
20220831T050440,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,310652,377451411,1273504211,255720,2003,LGU
20220831T050442,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,312649,377451413,1273504202,255730,2014,LGU
20220831T050444,2600,5,10,149(0x95),-107,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,314647,377451417,1273504189,255720,2007,LGU
20220831T050446,2600,5,10,149(0x95),-107,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,316645,377451420,1273504178,255670,1952,LGU
20220831T050448,2600,5,10,149(0x95),-107,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,318645,377451433,1273504164,255690,1972,LGU
20220831T050451,2600,5,10,149(0x95),-112,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,321974,377451461,1273504151,255730,2016,LGU
20220831T050453,2600,5,10,149(0x95),-112,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,323972,377451481,1273504145,255740,2020,LGU
20220831T050455,2600,5,10,149(0x95),-112,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,325969,377451497,1273504140,255700,1983,LGU
20220831T050459,2600,5,10,149(0x95),-106,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,329667,377451519,1273504130,255680,1969,LGU
20220831T050501,2600,5,10,149(0x95),-106,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,332332,377451537,1273504126,255710,1990,LGU
20220831T050503,2600,5,10,149(0x95),-106,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,333662,377451547,1273504127,255730,2013,LGU
20220831T050505,2600,5,10,149(0x95),-106,87,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,336327,377451562,1273504124,255720,2004,LGU
20220831T050508,2600,5,10,149(0x95),-106,77,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,338992,377451575,1273504131,255740,2026,LGU
20220831T050512,2600,5,10,149(0x95),-106,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,342987,377451585,1273504134,255690,1970,LGU
20220831T050516,2600,5,10,149(0x95),-106,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,346982,377451586,1273504143,255690,1973,LGU
20220831T050518,2600,5,10,149(0x95),-106,83,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,348647,377451588,1273504151,255690,1975,LGU
20220831T050520,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,350645,377451589,1273504159,255670,1959,LGU
20220831T050523,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,354309,377451590,1273504163,255730,2018,LGU
20220831T050525,2600,5,10,149(0x95),-111,83,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,356307,377451592,1273504163,255750,2037,LGU
20220831T050527,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,358304,377451595,1273504163,255770,2054,LGU
20220831T050529,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,360302,377451597,1273504163,255770,2054,LGU
20220831T050531,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,362302,377451599,1273504161,255780,2069,LGU
20220831T050533,2600,5,10,149(0x95),-111,83,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,364299,377451598,1273504162,255810,2091,LGU
20220831T050535,2600,5,10,149(0x95),-111,83,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,366297,377451599,1273504162,255760,2040,LGU
20220831T050537,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,368295,377451601,1273504166,255760,2044,LGU
20220831T050540,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,370625,377451604,1273504177,255750,2037,LGU
20220831T050542,2600,5,10,149(0x95),-111,83,-11,0,18,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,372625,377451607,1273504187,255720,2000,LGU
20220831T050544,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,374622,377451610,1273504197,255710,1994,LGU
20220831T050546,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,376619,377451611,1273504204,255730,2010,LGU
20220831T050548,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,378952,377451607,1273504209,255790,2072,LGU
20220831T050550,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,380617,377451604,1273504213,255790,2071,LGU
20220831T050552,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,382614,377451595,1273504220,255760,2047,LGU
20220831T050554,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,384612,377451588,1273504223,255760,2044,LGU
20220831T050557,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,388274,377451582,1273504229,255790,2078,LGU
20220831T050559,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,390272,377451577,1273504232,255770,2059,LGU
20220831T050601,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,391604,377451573,1273504233,255790,2072,LGU
20220831T050603,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,394269,377451567,1273504231,255820,2106,LGU
20220831T050605,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,396267,377451564,1273504234,255840,2120,LGU
20220831T050607,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,398264,377451557,1273504237,255830,2110,LGU
20220831T050609,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,400262,377451552,1273504238,255790,2078,LGU
20220831T050612,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,402595,377451550,1273504243,255820,2102,LGU
20220831T050614,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,404592,377451547,1273504245,255810,2095,LGU
20220831T050616,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,406589,377451544,1273504246,255780,2065,LGU
20220831T050618,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,408587,377451543,1273504247,255770,2054,LGU
20220831T050620,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,410587,377451541,1273504251,255750,2035,LGU
20220831T050622,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,412584,377451535,1273504252,255760,2048,LGU
20220831T050624,2600,5,10,149(0x95),-111,83,-11,0,0,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,414582,377451531,1273504247,255730,2010,LGU
20220831T050626,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,416912,377451525,1273504247,255730,2019,LGU
20220831T050629,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,419577,377451520,1273504243,255770,2054,LGU
20220831T050631,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,421575,377451519,1273504239,255720,2001,LGU
20220831T050633,2600,5,10,149(0x95),-111,83,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,423572,377451515,1273504238,255760,2045,LGU
20220831T050635,2600,5,10,149(0x95),-111,83,-11,0,21,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,425572,377451508,1273504228,255810,2090,LGU
20220831T050637,2600,5,10,149(0x95),-111,89,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,427570,377451504,1273504218,255780,2065,LGU
20220831T050639,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,429570,377451497,1273504205,255740,2024,LGU
20220831T050641,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,431570,377451494,1273504194,255740,2026,LGU
20220831T050643,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,433562,377451491,1273504187,255740,2025,LGU
20220831T050646,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,436560,377451487,1273504178,255800,2087,LGU
20220831T050648,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,438557,377451487,1273504167,255800,2084,LGU
20220831T050650,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,440557,377451484,1273504162,255790,2078,LGU
20220831T050652,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,442554,377451485,1273504156,255780,2068,LGU
20220831T050654,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,444552,377451484,1273504152,255770,2050,LGU
20220831T050656,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,446549,377451482,1273504151,255730,2016,LGU
20220831T050658,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,448547,377451480,1273504147,255770,2054,LGU
20220831T050701,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,451545,377451476,1273504142,255750,2030,LGU
20220831T050703,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,453542,377451474,1273504138,255750,2030,LGU
20220831T050705,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,455540,377451473,1273504137,255760,2045,LGU
20220831T050707,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,457540,377451477,1273504135,255760,2048,LGU
20220831T050709,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,459537,377451480,1273504135,255750,2035,LGU
20220831T050711,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,461534,377451482,1273504137,255720,2007,LGU
20220831T050713,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,463532,377451484,1273504138,255710,1992,LGU
20220831T050715,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,465532,377451487,1273504133,255730,2015,LGU
20220831T050718,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,468862,377451494,1273504131,255700,1981,LGU
20220831T050720,2600,5,10,149(0x95),-111,88,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,470859,377451497,1273504132,255760,2044,LGU
20220831T050722,2600,5,10,149(0x95),-111,82,-11,0,22,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,472857,377451500,1273504135,255800,2080,LGU
20220831T050724,2600,5,10,149(0x95),-111,82,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,474854,377451505,1273504137,255760,2042,LGU
20220831T050726,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,476852,377451508,1273504135,255760,2046,LGU
20220831T050728,2600,5,10,149(0x95),-111,89,-11,0,23,450f06,24741,1280,REGISTERED,CONNECTED,CS_PS_MODE1,18,0,478852,377451511,1273504134,255780,2069,LGU
